,cid,qno,type,qid,diff_level,res_time,correctness,next_diff
2784,92,4,2,572,easy,34,1,easy
2785,92,5,2,452,easy,44,1,easy
2786,92,6,2,468,easy,36,1,easy
2787,92,7,2,432,easy,43,0,easy
2788,92,8,2,519,easy,7,0,easy
2789,92,9,2,541,easy,53,1,easy
2790,93,0,0,171,medium,51,0,easy
2791,93,1,0,42,easy,51,0,easy
2792,93,2,0,95,easy,33,0,easy
2793,93,3,0,131,easy,28,0,easy
2794,93,4,0,10,easy,37,1,easy
2795,93,5,0,58,easy,46,0,easy
2796,93,6,0,195,easy,30,0,easy
2797,93,7,0,97,easy,41,1,easy
2798,93,8,0,45,easy,19,1,medium
2799,93,9,0,210,medium,24,1,medium
2800,93,0,1,299,medium,29,0,easy
2801,93,1,1,304,easy,30,1,easy
2802,93,2,1,405,easy,26,1,easy
2803,93,3,1,254,easy,55,0,easy
2804,93,4,1,318,easy,49,1,easy
2805,93,5,1,321,easy,32,0,easy
2806,93,6,1,237,easy,51,1,easy
2807,93,7,1,414,easy,35,1,easy
2808,93,8,1,295,easy,37,0,easy
2809,93,9,1,328,easy,24,0,easy
2810,93,0,2,582,medium,37,1,medium
2811,93,1,2,549,medium,18,1,hard
2812,93,2,2,462,hard,7,0,medium
2813,93,3,2,581,medium,25,0,easy
2814,93,4,2,640,easy,27,1,easy
2815,93,5,2,575,easy,19,1,medium
2816,93,6,2,590,medium,36,0,easy
2817,93,7,2,546,easy,55,0,easy
2818,93,8,2,554,easy,44,0,easy
2819,93,9,2,597,easy,6,1,medium
2820,94,0,0,150,medium,47,0,easy
2821,94,1,0,95,easy,47,1,easy
2822,94,2,0,195,easy,16,0,easy
2823,94,3,0,111,easy,57,0,easy
2824,94,4,0,130,easy,38,1,easy
2825,94,5,0,153,easy,60,1,easy
2826,94,6,0,192,easy,18,0,easy
2827,94,7,0,10,easy,37,0,easy
2828,94,8,0,203,easy,50,1,easy
2829,94,9,0,22,easy,11,0,easy
2830,94,0,1,384,medium,19,1,hard
2831,94,1,1,422,hard,49,0,medium
2832,94,2,1,288,medium,47,0,easy
2833,94,3,1,365,easy,37,0,easy
2834,94,4,1,283,easy,36,1,easy
2835,94,5,1,388,easy,19,0,easy
2836,94,6,1,407,easy,57,0,easy
2837,94,7,1,323,easy,28,0,easy
2838,94,8,1,392,easy,30,1,easy
2839,94,9,1,345,easy,6,1,medium
2840,94,0,2,493,medium,44,1,medium
2841,94,1,2,439,medium,43,0,easy
2842,94,2,2,572,easy,30,0,easy
2843,94,3,2,474,easy,32,0,easy
2844,94,4,2,597,easy,10,1,medium
2845,94,5,2,469,medium,24,0,easy
2846,94,6,2,544,easy,44,1,easy
2847,94,7,2,625,easy,42,1,easy
2848,94,8,2,437,easy,55,0,easy
2849,94,9,2,538,easy,21,1,easy
2850,95,0,0,92,medium,45,1,medium
2851,95,1,0,188,medium,49,1,medium
2852,95,2,0,106,medium,26,0,easy
2853,95,3,0,195,easy,26,1,easy
2854,95,4,0,168,easy,13,0,easy
2855,95,5,0,130,easy,7,1,medium
2856,95,6,0,171,medium,50,0,easy
2857,95,7,0,151,easy,5,0,easy
2858,95,8,0,4,easy,14,0,easy
2859,95,9,0,15,easy,46,1,easy
2860,95,0,1,225,medium,40,0,easy
2861,95,1,1,370,easy,50,1,easy
2862,95,2,1,342,easy,28,0,easy
2863,95,3,1,307,easy,27,1,easy
2864,95,4,1,405,easy,26,1,easy
2865,95,5,1,399,easy,49,1,easy
2866,95,6,1,414,easy,40,0,easy
2867,95,7,1,366,easy,43,1,easy
2868,95,8,1,289,easy,33,1,easy
2869,95,9,1,304,easy,42,1,easy
2870,95,0,2,599,medium,5,1,hard
2871,95,1,2,620,hard,50,1,hard
2872,95,2,2,570,hard,59,1,hard
2873,95,3,2,462,hard,55,1,hard
2874,95,4,2,568,hard,12,0,medium
2875,95,5,2,449,medium,52,1,medium
2876,95,6,2,649,medium,44,0,easy
2877,95,7,2,506,easy,5,1,medium
2878,95,8,2,531,medium,9,1,hard
2879,95,9,2,507,hard,16,1,hard
2880,96,0,0,150,medium,26,0,easy
2881,96,1,0,103,easy,54,0,easy
2882,96,2,0,178,easy,46,1,easy
2883,96,3,0,131,easy,24,1,easy
2884,96,4,0,97,easy,34,0,easy
2885,96,5,0,212,easy,40,1,easy
2886,96,6,0,193,easy,57,1,easy
2887,96,7,0,116,easy,17,1,medium
2888,96,8,0,37,medium,18,0,medium
2889,96,9,0,53,medium,48,0,easy
2890,96,0,1,224,medium,34,0,easy
2891,96,1,1,405,easy,15,1,medium
2892,96,2,1,402,medium,54,0,easy
2893,96,3,1,412,easy,20,0,easy
2894,96,4,1,289,easy,25,1,easy
2895,96,5,1,342,easy,57,1,easy
2896,96,6,1,219,easy,52,1,easy
2897,96,7,1,335,easy,31,1,easy
2898,96,8,1,392,easy,24,0,easy
2899,96,9,1,408,easy,39,0,easy
2900,96,0,2,483,medium,46,0,easy
2901,96,1,2,522,easy,52,0,easy
2902,96,2,2,575,easy,22,0,easy
2903,96,3,2,508,easy,28,0,easy
2904,96,4,2,516,easy,44,1,easy
2905,96,5,2,586,easy,49,1,easy
2906,96,6,2,468,easy,42,0,easy
2907,96,7,2,616,easy,52,0,easy
2908,96,8,2,463,easy,27,0,easy
2909,96,9,2,602,easy,53,0,easy
2910,97,0,0,43,medium,16,0,medium
2911,97,1,0,33,medium,59,1,medium
2912,97,2,0,85,medium,7,1,hard
2913,97,3,0,125,hard,38,1,hard
2914,97,4,0,57,hard,55,0,medium
2915,97,5,0,186,medium,58,0,easy
2916,97,6,0,199,easy,11,1,medium
2917,97,7,0,207,medium,50,0,easy
2918,97,8,0,80,easy,14,1,medium
2919,97,9,0,202,medium,56,0,easy
2920,97,0,1,401,medium,42,0,easy
2921,97,1,1,392,easy,35,1,easy
2922,97,2,1,218,easy,45,0,easy
2923,97,3,1,264,easy,35,0,easy
2924,97,4,1,325,easy,9,1,medium
2925,97,5,1,369,medium,52,1,medium
2926,97,6,1,287,medium,12,1,hard
2927,97,7,1,357,hard,59,0,medium
2928,97,8,1,381,medium,57,0,easy
2929,97,9,1,286,easy,48,1,easy
2930,97,0,2,539,medium,31,0,easy
2931,97,1,2,634,easy,56,1,easy
2932,97,2,2,441,easy,41,0,easy
2933,97,3,2,544,easy,6,0,easy
2934,97,4,2,522,easy,9,1,medium
2935,97,5,2,637,medium,16,0,medium
2936,97,6,2,434,medium,20,0,medium
2937,97,7,2,442,medium,6,1,hard
2938,97,8,2,530,hard,23,0,medium
2939,97,9,2,581,medium,26,1,medium
2940,98,0,0,120,medium,34,1,medium
2941,98,1,0,37,medium,53,0,easy
2942,98,2,0,159,easy,46,0,easy
2943,98,3,0,153,easy,23,1,easy
2944,98,4,0,184,easy,39,0,easy
2945,98,5,0,9,easy,55,0,easy
2946,98,6,0,59,easy,59,1,easy
2947,98,7,0,178,easy,38,0,easy
2948,98,8,0,196,easy,27,0,easy
2949,98,9,0,123,easy,56,0,easy
2950,98,0,1,376,medium,50,0,easy
2951,98,1,1,342,easy,39,1,easy
2952,98,2,1,362,easy,8,1,medium
2953,98,3,1,244,medium,12,0,medium
2954,98,4,1,232,medium,58,1,medium
2955,98,5,1,369,medium,9,0,medium
2956,98,6,1,416,medium,6,0,medium
2957,98,7,1,256,medium,27,1,medium
2958,98,8,1,284,medium,40,1,medium
2959,98,9,1,259,medium,27,0,easy
2960,98,0,2,461,medium,8,1,hard
2961,98,1,2,641,hard,8,1,hard
2962,98,2,2,580,hard,37,0,medium
2963,98,3,2,599,medium,34,1,medium
2964,98,4,2,456,medium,37,0,easy
2965,98,5,2,508,easy,32,0,easy
2966,98,6,2,463,easy,18,1,medium
2967,98,7,2,469,medium,33,1,medium
2968,98,8,2,504,medium,16,1,hard
2969,98,9,2,511,hard,27,0,medium
2970,99,0,0,105,medium,27,1,medium
2971,99,1,0,158,medium,22,0,easy
2972,99,2,0,22,easy,48,1,easy
2973,99,3,0,185,easy,9,1,medium
2974,99,4,0,79,medium,38,0,easy
2975,99,5,0,153,easy,5,0,easy
2976,99,6,0,116,easy,26,0,easy
2977,99,7,0,193,easy,32,0,easy
2978,99,8,0,103,easy,20,0,easy
2979,99,9,0,184,easy,56,0,easy
2980,99,0,1,224,medium,40,0,easy
2981,99,1,1,350,easy,27,0,easy
2982,99,2,1,321,easy,16,0,easy
2983,99,3,1,348,easy,51,1,easy
2984,99,4,1,218,easy,26,0,easy
2985,99,5,1,282,easy,27,1,easy
2986,99,6,1,245,easy,55,1,easy
2987,99,7,1,385,easy,52,0,easy
2988,99,8,1,286,easy,26,0,easy
2989,99,9,1,383,easy,57,1,easy
2990,99,0,2,542,medium,12,1,hard
2991,99,1,2,471,hard,8,1,hard
2992,99,2,2,500,hard,35,0,medium
2993,99,3,2,591,medium,19,0,medium
2994,99,4,2,512,medium,43,1,medium
2995,99,5,2,439,medium,23,1,medium
2996,99,6,2,455,medium,15,0,medium
2997,99,7,2,588,medium,25,0,easy
2998,99,8,2,508,easy,41,1,easy
2999,99,9,2,605,easy,22,1,easy
3000,100,0,0,62,medium,47,1,medium
3001,100,1,0,24,medium,43,1,medium
3002,100,2,0,150,medium,59,1,medium
3003,100,3,0,81,medium,47,0,easy
3004,100,4,0,9,easy,60,0,easy
3005,100,5,0,46,easy,48,1,easy
3006,100,6,0,95,easy,19,1,medium
3007,100,7,0,137,medium,45,0,easy
3008,100,8,0,97,easy,60,1,easy
3009,100,9,0,59,easy,14,1,medium
3010,100,0,1,274,medium,12,1,hard
3011,100,1,1,354,hard,59,1,hard
3012,100,2,1,303,hard,9,0,medium
3013,100,3,1,250,medium,18,1,hard
3014,100,4,1,320,hard,11,1,hard
3015,100,5,1,308,hard,59,1,hard
3016,100,6,1,341,hard,27,1,hard
3017,100,7,1,427,hard,18,1,hard
3018,100,8,1,271,hard,46,1,hard
3019,100,9,1,332,hard,7,1,hard
3020,100,0,2,520,medium,22,0,easy
3021,100,1,2,498,easy,9,0,easy
3022,100,2,2,452,easy,33,0,easy
3023,100,3,2,432,easy,12,0,easy
3024,100,4,2,510,easy,39,1,easy
3025,100,5,2,527,easy,30,1,easy
3026,100,6,2,448,easy,14,0,easy
3027,100,7,2,523,easy,14,1,medium
3028,100,8,2,456,medium,58,1,medium
3029,100,9,2,439,medium,55,0,easy
3030,101,0,0,65,medium,54,1,medium
3031,101,1,0,186,medium,25,0,easy
3032,101,2,0,128,easy,32,0,easy
3033,101,3,0,183,easy,12,0,easy
3034,101,4,0,185,easy,54,0,easy
3035,101,5,0,59,easy,10,0,easy
3036,101,6,0,17,easy,20,0,easy
3037,101,7,0,153,easy,32,1,easy
3038,101,8,0,68,easy,22,1,easy
3039,101,9,0,196,easy,20,0,easy
3040,101,0,1,268,medium,35,1,medium
3041,101,1,1,247,medium,38,1,medium
3042,101,2,1,215,medium,22,0,easy
3043,101,3,1,399,easy,57,0,easy
3044,101,4,1,394,easy,20,0,easy
3045,101,5,1,372,easy,22,1,easy
3046,101,6,1,342,easy,28,1,easy
3047,101,7,1,300,easy,31,0,easy
3048,101,8,1,318,easy,14,1,medium
3049,101,9,1,224,medium,60,1,medium
3050,101,0,2,581,medium,13,0,medium
3051,101,1,2,637,medium,28,0,easy
3052,101,2,2,610,easy,33,1,easy
3053,101,3,2,523,easy,50,1,easy
3054,101,4,2,441,easy,52,1,easy
3055,101,5,2,605,easy,42,0,easy
3056,101,6,2,535,easy,46,0,easy
3057,101,7,2,544,easy,38,0,easy
3058,101,8,2,472,easy,48,0,easy
3059,101,9,2,457,easy,46,1,easy
3060,102,0,0,158,medium,16,1,hard
3061,102,1,0,50,hard,50,1,hard
3062,102,2,0,135,hard,13,1,hard
3063,102,3,0,30,hard,30,0,medium
3064,102,4,0,104,medium,9,0,medium
3065,102,5,0,110,medium,37,1,medium
3066,102,6,0,173,medium,23,1,medium
3067,102,7,0,65,medium,18,0,medium
3068,102,8,0,146,medium,55,0,easy
3069,102,9,0,17,easy,39,0,easy
3070,102,0,1,299,medium,30,1,medium
3071,102,1,1,406,medium,37,0,easy
3072,102,2,1,304,easy,18,0,easy
3073,102,3,1,396,easy,25,1,easy
3074,102,4,1,340,easy,19,0,easy
3075,102,5,1,307,easy,52,1,easy
3076,102,6,1,295,easy,39,0,easy
3077,102,7,1,216,easy,7,0,easy
3078,102,8,1,338,easy,33,0,easy
3079,102,9,1,375,easy,55,0,easy
3080,102,0,2,431,medium,46,1,medium
3081,102,1,2,493,medium,30,1,medium
3082,102,2,2,445,medium,18,1,hard
3083,102,3,2,530,hard,40,0,medium
3084,102,4,2,455,medium,20,0,medium
3085,102,5,2,639,medium,34,1,medium
3086,102,6,2,531,medium,15,1,hard
3087,102,7,2,624,hard,32,0,medium
3088,102,8,2,642,medium,23,0,easy
3089,102,9,2,458,easy,27,0,easy
3090,103,0,0,121,medium,6,1,hard
3091,103,1,0,89,hard,37,1,hard
3092,103,2,0,36,hard,23,0,medium
3093,103,3,0,79,medium,26,0,easy
3094,103,4,0,123,easy,54,1,easy
3095,103,5,0,211,easy,44,0,easy
3096,103,6,0,213,easy,48,1,easy
3097,103,7,0,168,easy,56,0,easy
3098,103,8,0,103,easy,6,0,easy
3099,103,9,0,88,easy,52,1,easy
3100,103,0,1,380,medium,57,1,medium
3101,103,1,1,353,medium,36,0,easy
3102,103,2,1,300,easy,6,0,easy
3103,103,3,1,346,easy,7,1,medium
3104,103,4,1,244,medium,43,0,easy
3105,103,5,1,216,easy,15,0,easy
3106,103,6,1,385,easy,24,0,easy
3107,103,7,1,373,easy,29,1,easy
3108,103,8,1,383,easy,45,1,easy
3109,103,9,1,430,easy,5,0,easy
3110,103,0,2,449,medium,15,0,medium
3111,103,1,2,455,medium,5,0,medium
3112,103,2,2,637,medium,26,1,medium
3113,103,3,2,647,medium,60,0,easy
3114,103,4,2,498,easy,52,1,easy
3115,103,5,2,546,easy,39,1,easy
3116,103,6,2,554,easy,40,1,easy
3117,103,7,2,556,easy,56,1,easy
3118,103,8,2,583,easy,18,1,medium
3119,103,9,2,502,medium,10,0,medium
3120,104,0,0,110,medium,21,0,easy
3121,104,1,0,162,easy,55,1,easy
3122,104,2,0,2,easy,53,0,easy
3123,104,3,0,46,easy,24,0,easy
3124,104,4,0,88,easy,5,0,easy
3125,104,5,0,70,easy,15,0,easy
3126,104,6,0,67,easy,19,1,medium
3127,104,7,0,76,medium,57,0,easy
3128,104,8,0,151,easy,20,0,easy
3129,104,9,0,4,easy,59,0,easy
3130,104,0,1,251,medium,50,1,medium
3131,104,1,1,268,medium,34,0,easy
3132,104,2,1,286,easy,10,1,medium
3133,104,3,1,381,medium,56,0,easy
3134,104,4,1,280,easy,56,0,easy
3135,104,5,1,379,easy,7,0,easy
3136,104,6,1,237,easy,50,0,easy
3137,104,7,1,362,easy,38,0,easy
3138,104,8,1,423,easy,48,1,easy
3139,104,9,1,417,easy,29,0,easy
3140,104,0,2,599,medium,32,1,medium
3141,104,1,2,449,medium,21,0,easy
3142,104,2,2,495,easy,32,1,easy
3143,104,3,2,486,easy,40,1,easy
3144,104,4,2,516,easy,28,1,easy
3145,104,5,2,506,easy,13,0,easy
3146,104,6,2,627,easy,42,0,easy
3147,104,7,2,522,easy,58,1,easy
3148,104,8,2,458,easy,11,0,easy
3149,104,9,2,640,easy,32,1,easy
3150,105,0,0,37,medium,32,0,easy
3151,105,1,0,131,easy,39,0,easy
3152,105,2,0,184,easy,36,1,easy
3153,105,3,0,4,easy,16,0,easy
3154,105,4,0,203,easy,55,1,easy
3155,105,5,0,6,easy,9,0,easy
3156,105,6,0,112,easy,5,0,easy
3157,105,7,0,201,easy,24,1,easy
3158,105,8,0,68,easy,58,0,easy
3159,105,9,0,74,easy,33,0,easy
3160,105,0,1,416,medium,56,0,easy
3161,105,1,1,264,easy,18,1,medium
3162,105,2,1,418,medium,23,0,easy
3163,105,3,1,346,easy,33,1,easy
3164,105,4,1,245,easy,32,0,easy
3165,105,5,1,280,easy,11,1,medium
3166,105,6,1,413,medium,9,0,medium
3167,105,7,1,353,medium,52,1,medium
3168,105,8,1,240,medium,40,1,medium
3169,105,9,1,285,medium,51,0,easy
3170,105,0,2,578,medium,47,1,medium
3171,105,1,2,499,medium,23,1,medium
3172,105,2,2,639,medium,26,0,easy
3173,105,3,2,602,easy,42,0,easy
3174,105,4,2,487,easy,49,1,easy
3175,105,5,2,466,easy,20,1,medium
3176,105,6,2,504,medium,5,0,medium
3177,105,7,2,469,medium,46,1,medium
3178,105,8,2,618,medium,32,1,medium
3179,105,9,2,621,medium,55,1,medium
3180,106,0,0,134,medium,16,1,hard
3181,106,1,0,87,hard,22,1,hard
3182,106,2,0,99,hard,26,1,hard
3183,106,3,0,163,hard,32,0,medium
3184,106,4,0,93,medium,21,1,medium
3185,106,5,0,79,medium,27,1,medium
3186,106,6,0,179,medium,58,1,medium
3187,106,7,0,113,medium,5,0,medium
3188,106,8,0,110,medium,16,1,hard
3189,106,9,0,13,hard,35,1,hard
3190,106,0,1,258,medium,30,1,medium
3191,106,1,1,329,medium,57,1,medium
3192,106,2,1,272,medium,11,1,hard
3193,106,3,1,242,hard,13,1,hard
3194,106,4,1,339,hard,43,1,hard
3195,106,5,1,303,hard,42,1,hard
3196,106,6,1,312,hard,41,0,medium
3197,106,7,1,281,medium,11,0,medium
3198,106,8,1,327,medium,35,1,medium
3199,106,9,1,337,medium,15,0,medium
3200,106,0,2,478,medium,23,0,easy
3201,106,1,2,521,easy,53,1,easy
3202,106,2,2,447,easy,5,0,easy
3203,106,3,2,640,easy,34,1,easy
3204,106,4,2,556,easy,10,1,medium
3205,106,5,2,542,medium,60,0,easy
3206,106,6,2,544,easy,6,0,easy
3207,106,7,2,575,easy,48,1,easy
3208,106,8,2,573,easy,9,1,medium
3209,106,9,2,619,medium,57,1,medium
3210,107,0,0,18,medium,37,0,easy
3211,107,1,0,116,easy,13,1,medium
3212,107,2,0,54,medium,40,0,easy
3213,107,3,0,73,easy,32,0,easy
3214,107,4,0,10,easy,55,1,easy
3215,107,5,0,196,easy,8,0,easy
3216,107,6,0,103,easy,31,1,easy
3217,107,7,0,209,easy,54,0,easy
3218,107,8,0,153,easy,59,1,easy
3219,107,9,0,111,easy,13,1,medium
3220,107,0,1,224,medium,42,0,easy
3221,107,1,1,257,easy,56,1,easy
3222,107,2,1,417,easy,47,1,easy
3223,107,3,1,323,easy,51,0,easy
3224,107,4,1,254,easy,49,1,easy
3225,107,5,1,423,easy,27,0,easy
3226,107,6,1,283,easy,19,0,easy
3227,107,7,1,318,easy,55,1,easy
3228,107,8,1,309,easy,30,0,easy
3229,107,9,1,383,easy,36,0,easy
3230,107,0,2,588,medium,44,1,medium
3231,107,1,2,475,medium,45,1,medium
3232,107,2,2,636,medium,38,1,medium
3233,107,3,2,637,medium,23,0,easy
3234,107,4,2,572,easy,58,1,easy
3235,107,5,2,458,easy,14,0,easy
3236,107,6,2,630,easy,58,1,easy
3237,107,7,2,615,easy,47,1,easy
3238,107,8,2,510,easy,14,0,easy
3239,107,9,2,474,easy,60,1,easy
3240,108,0,0,149,medium,28,1,medium
3241,108,1,0,145,medium,12,1,hard
3242,108,2,0,132,hard,34,1,hard
3243,108,3,0,87,hard,16,0,medium
3244,108,4,0,146,medium,11,0,medium
3245,108,5,0,85,medium,33,0,easy
3246,108,6,0,159,easy,6,0,easy
3247,108,7,0,73,easy,12,0,easy
3248,108,8,0,195,easy,19,0,easy
3249,108,9,0,151,easy,34,0,easy
3250,108,0,1,272,medium,32,0,easy
3251,108,1,1,237,easy,14,1,medium
3252,108,2,1,429,medium,56,0,easy
3253,108,3,1,286,easy,5,0,easy
3254,108,4,1,345,easy,46,1,easy
3255,108,5,1,383,easy,38,0,easy
3256,108,6,1,219,easy,49,0,easy
3257,108,7,1,373,easy,43,1,easy
3258,108,8,1,328,easy,41,1,easy
3259,108,9,1,241,easy,8,0,easy
3260,108,0,2,645,medium,56,0,easy
3261,108,1,2,466,easy,6,1,medium
3262,108,2,2,637,medium,51,1,medium
3263,108,3,2,439,medium,29,0,easy
3264,108,4,2,627,easy,19,1,medium
3265,108,5,2,431,medium,47,1,medium
3266,108,6,2,612,medium,19,0,medium
3267,108,7,2,539,medium,20,0,medium
3268,108,8,2,533,medium,54,1,medium
3269,108,9,2,548,medium,28,1,medium
3270,109,0,0,165,medium,27,1,medium
3271,109,1,0,18,medium,5,0,medium
3272,109,2,0,24,medium,13,0,medium
3273,109,3,0,54,medium,32,1,medium
3274,109,4,0,113,medium,18,1,hard
3275,109,5,0,60,hard,53,1,hard
3276,109,6,0,5,hard,8,0,medium
3277,109,7,0,61,medium,52,1,medium
3278,109,8,0,127,medium,23,0,easy
3279,109,9,0,162,easy,7,1,medium
3280,109,0,1,224,medium,31,0,easy
3281,109,1,1,399,easy,52,1,easy
3282,109,2,1,264,easy,29,0,easy
3283,109,3,1,394,easy,38,0,easy
3284,109,4,1,319,easy,5,1,medium
3285,109,5,1,214,medium,20,1,hard
3286,109,6,1,422,hard,57,1,hard
3287,109,7,1,270,hard,55,0,medium
3288,109,8,1,234,medium,55,1,medium
3289,109,9,1,285,medium,41,0,easy
3290,109,0,2,431,medium,6,1,hard
3291,109,1,2,585,hard,48,0,medium
3292,109,2,2,502,medium,58,0,easy
3293,109,3,2,490,easy,6,1,medium
3294,109,4,2,612,medium,20,1,hard
3295,109,5,2,552,hard,43,1,hard
3296,109,6,2,440,hard,18,1,hard
3297,109,7,2,465,hard,54,0,medium
3298,109,8,2,648,medium,7,0,medium
3299,109,9,2,446,medium,18,1,hard
3300,110,0,0,202,medium,44,0,easy
3301,110,1,0,162,easy,6,1,medium
3302,110,2,0,76,medium,38,0,easy
3303,110,3,0,184,easy,12,0,easy
3304,110,4,0,123,easy,23,0,easy
3305,110,5,0,10,easy,55,0,easy
3306,110,6,0,42,easy,25,1,easy
3307,110,7,0,203,easy,57,1,easy
3308,110,8,0,29,easy,36,1,easy
3309,110,9,0,178,easy,53,0,easy
3310,110,0,1,287,medium,11,1,hard
3311,110,1,1,386,hard,28,1,hard
3312,110,2,1,354,hard,44,1,hard
3313,110,3,1,260,hard,54,0,medium
3314,110,4,1,269,medium,10,1,hard
3315,110,5,1,427,hard,23,0,medium
3316,110,6,1,381,medium,46,0,easy
3317,110,7,1,407,easy,49,0,easy
3318,110,8,1,385,easy,9,0,easy
3319,110,9,1,286,easy,48,0,easy
3320,110,0,2,460,medium,45,1,medium
3321,110,1,2,456,medium,11,1,hard
3322,110,2,2,467,hard,17,1,hard
3323,110,3,2,517,hard,8,1,hard
3324,110,4,2,594,hard,58,1,hard
3325,110,5,2,596,hard,19,1,hard
3326,110,6,2,644,hard,7,0,medium
3327,110,7,2,604,medium,16,0,medium
3328,110,8,2,636,medium,20,0,medium
3329,110,9,2,566,medium,10,1,hard
3330,111,0,0,106,medium,18,0,medium
3331,111,1,0,208,medium,12,1,hard
3332,111,2,0,91,hard,33,0,medium
3333,111,3,0,34,medium,41,0,easy
3334,111,4,0,211,easy,43,0,easy
3335,111,5,0,193,easy,24,0,easy
3336,111,6,0,80,easy,42,1,easy
3337,111,7,0,97,easy,46,1,easy
3338,111,8,0,88,easy,38,1,easy
3339,111,9,0,109,easy,30,0,easy
3340,111,0,1,418,medium,26,0,easy
3341,111,1,1,408,easy,36,0,easy
3342,111,2,1,307,easy,33,1,easy
3343,111,3,1,348,easy,13,1,medium
3344,111,4,1,215,medium,23,1,medium
3345,111,5,1,429,medium,11,1,hard
3346,111,6,1,221,hard,55,0,medium
3347,111,7,1,258,medium,36,1,medium
3348,111,8,1,376,medium,31,1,medium
3349,111,9,1,409,medium,57,0,easy
3350,111,0,2,578,medium,27,1,medium
3351,111,1,2,449,medium,56,1,medium
3352,111,2,2,431,medium,13,0,medium
3353,111,3,2,497,medium,22,1,medium
3354,111,4,2,532,medium,8,0,medium
3355,111,5,2,504,medium,15,0,medium
3356,111,6,2,482,medium,32,1,medium
3357,111,7,2,531,medium,49,1,medium
3358,111,8,2,483,medium,16,1,hard
3359,111,9,2,471,hard,12,0,medium
3360,112,0,0,49,medium,35,0,easy
3361,112,1,0,123,easy,59,0,easy
3362,112,2,0,209,easy,39,1,easy
3363,112,3,0,130,easy,44,1,easy
3364,112,4,0,162,easy,14,0,easy
3365,112,5,0,116,easy,27,1,easy
3366,112,6,0,212,easy,25,1,easy
3367,112,7,0,95,easy,9,1,medium
3368,112,8,0,43,medium,7,1,hard
3369,112,9,0,161,hard,10,1,hard
3370,112,0,1,409,medium,57,0,easy
3371,112,1,1,241,easy,37,0,easy
3372,112,2,1,374,easy,23,0,easy
3373,112,3,1,252,easy,50,1,easy
3374,112,4,1,342,easy,26,1,easy
3375,112,5,1,229,easy,42,0,easy
3376,112,6,1,340,easy,36,0,easy
3377,112,7,1,423,easy,17,1,medium
3378,112,8,1,288,medium,59,0,easy
3379,112,9,1,372,easy,14,0,easy
3380,112,0,2,578,medium,24,0,easy
3381,112,1,2,575,easy,5,1,medium
3382,112,2,2,619,medium,57,1,medium
3383,112,3,2,528,medium,35,0,easy
3384,112,4,2,586,easy,40,1,easy
3385,112,5,2,583,easy,26,0,easy
3386,112,6,2,441,easy,37,0,easy
3387,112,7,2,477,easy,54,0,easy
3388,112,8,2,606,easy,21,0,easy
3389,112,9,2,466,easy,55,1,easy
3390,113,0,0,25,medium,46,0,easy
3391,113,1,0,11,easy,26,1,easy
3392,113,2,0,162,easy,15,1,medium
3393,113,3,0,39,medium,26,0,easy
3394,113,4,0,184,easy,60,0,easy
3395,113,5,0,211,easy,28,0,easy
3396,113,6,0,59,easy,17,1,medium
3397,113,7,0,210,medium,51,1,medium
3398,113,8,0,134,medium,59,1,medium
3399,113,9,0,114,medium,35,1,medium
3400,113,0,1,344,medium,59,1,medium
3401,113,1,1,220,medium,45,0,easy
3402,113,2,1,335,easy,30,1,easy
3403,113,3,1,264,easy,33,0,easy
3404,113,4,1,338,easy,26,0,easy
3405,113,5,1,243,easy,13,0,easy
3406,113,6,1,276,easy,19,0,easy
3407,113,7,1,370,easy,32,0,easy
3408,113,8,1,407,easy,31,1,easy
3409,113,9,1,430,easy,30,1,easy
3410,113,0,2,445,medium,42,0,easy
3411,113,1,2,454,easy,33,1,easy
3412,113,2,2,508,easy,53,0,easy
3413,113,3,2,598,easy,53,0,easy
3414,113,4,2,458,easy,39,1,easy
3415,113,5,2,583,easy,43,1,easy
3416,113,6,2,457,easy,52,1,easy
3417,113,7,2,514,easy,12,0,easy
3418,113,8,2,503,easy,34,0,easy
3419,113,9,2,556,easy,44,0,easy
3420,114,0,0,85,medium,49,0,easy
3421,114,1,0,103,easy,52,1,easy
3422,114,2,0,193,easy,5,0,easy
3423,114,3,0,10,easy,30,1,easy
3424,114,4,0,192,easy,25,1,easy
3425,114,5,0,48,easy,17,1,medium
3426,114,6,0,134,medium,28,0,easy
3427,114,7,0,131,easy,32,1,easy
3428,114,8,0,42,easy,56,0,easy
3429,114,9,0,195,easy,16,1,medium
3430,114,0,1,344,medium,15,1,hard
3431,114,1,1,303,hard,20,1,hard
3432,114,2,1,428,hard,25,1,hard
3433,114,3,1,361,hard,51,0,medium
3434,114,4,1,299,medium,26,1,medium
3435,114,5,1,313,medium,8,1,hard
3436,114,6,1,339,hard,40,0,medium
3437,114,7,1,314,medium,7,0,medium
3438,114,8,1,327,medium,45,0,easy
3439,114,9,1,328,easy,26,0,easy
3440,114,0,2,647,medium,60,0,easy
3441,114,1,2,551,easy,29,1,easy
3442,114,2,2,586,easy,7,1,medium
3443,114,3,2,493,medium,59,0,easy
3444,114,4,2,602,easy,14,1,medium
3445,114,5,2,582,medium,45,0,easy
3446,114,6,2,447,easy,29,0,easy
3447,114,7,2,454,easy,53,1,easy
3448,114,8,2,603,easy,29,0,easy
